10045 2483 
8975 2038 
8662 2129 
8107 2002 
7746 1893 
7519 1943 
7441 1813 
7327 1836 
7360 1865 
7146 1792 
7036 1786 
6692 1902 
6831 1834 
6606 1745 
6551 1840 
6517 1807 
6379 1674 
6159 1788 
5920 1747 
6003 1706 
5682 1662 
5452 1633 
5603 1656 
5787 1674 
5546 1634 
5173 1607 
5065 1646 
5361 1756 
5216 1700 
5028 1720 
5544 1760 
5298 1618 
5105 1622 
5086 1716 
4979 1700 
4785 1631 
4619 1584 
4336 1611 
4197 1602 
3956 1579 
4655 1636 
3987 1603 
4062 1628 
3774 1625 
3800 1769 
4270 1653 
3931 1741 
4285 1686 
4068 1658 
3886 1662 
3870 1610 
3583 1695 
3562 1682 
3688 1743 
3408 1616 
3578 1822 
4438 1757 
3822 1664 
3932 1725 
4099 1673 
4157 1685 
4391 1672 
3323 1668 
4468 1718 
3935 1685 
3916 1685 
4880 1904 
4573 1725 
3498 1642 
3476 1770 
3766 1682 
3140 1697 
3181 1728 
3297 1677 
4041 1837 
3496 1704 
2831 1649 
2963 1655 
2720 1690 
2951 1693 
3428 1787 
3184 1629 
2583 1651 
2969 1705 
3263 1830 
3739 1691 
3166 1704 
2862 1675 
2901 1728 
3222 1801 
4180 1794 
3246 1730 
3760 1711 
3548 1665 
2755 1725 
3493 1744 
3260 1757 
3208 1678 
2466 1668 
2460 1703 
